行列号:指标名称||地区代码||年份||月份||单位||单月or累计
D200:DVD播放机出口额[S]||xj35||default||default||千美元||D
D201:声音录制或重放设备出口额[S]||xj35||default||default||千美元||D
D202:收音设备(包括收录音组合机及整套散件)出口额[S]||xj35||default||default||千美元||D
D203:彩色电视机出口额[S]||xj35||default||default||千美元||D
D204:电容器出口额[S]||xj35||default||default||千美元||D
D205:印刷电路出口额[S]||xj35||default||default||千美元||D
D206:通断保护电路装置及零件出口额[S]||xj35||default||default||千美元||D
D207:二极管及类似半导体器件出口额[S]||xj35||default||default||千美元||D
D208:集成电路出口额[S]||xj35||default||default||千美元||D
D209:处理器及控制器出口额[S]||xj35||default||default||千美元||D
D210:存储器出口额[S]||xj35||default||default||千美元||D
D211:放大器出口额[S]||xj35||default||default||千美元||D
D212:电线和电缆出口额[S]||xj35||default||default||千美元||D
D213:集装箱出口额[S]||xj35||default||default||千美元||D
D214:汽车及汽车底盘出口额[S]||xj35||default||default||千美元||D
D215:汽车出口额[S]||xj35||default||default||千美元||D
D216:小轿车出口额[S]||xj35||default||default||千美元||D
D217:四轮驱动轻型越野车出口额[S]||xj35||default||default||千美元||D
D218:小客车(九座及以下的)出口额[S]||xj35||default||default||千美元||D
D219:货车出口额[S]||xj35||default||default||千美元||D
D220:装有引擎的汽车底盘出口额[S]||xj35||default||default||千美元||D
D221:摩托车出口额[S]||xj35||default||default||千美元||D
D222:自行车出口额[S]||xj35||default||default||千美元||D
D223:船舶出口额[S]||xj35||default||default||千美元||D
D224:液货船(包括成品油船、原油船和液化石油及天然气船)出口额[S]||xj35||default||default||千美元||D
D225:冷藏船出口额[S]||xj35||default||default||千美元||D
D226:集装箱船出口额[S]||xj35||default||default||千美元||D
D227:滚装船出口额[S]||xj35||default||default||千美元||D
D228:散货船出口额[S]||xj35||default||default||千美元||D
D229:照相机出口额[S]||xj35||default||default||千美元||D
D230:数字式相机出口额[S]||xj35||default||default||千美元||D
D231:手表出口额[S]||xj35||default||default||千美元||D
D232:机械手表出口额[S]||xj35||default||default||千美元||D
D233:电动手表出口额[S]||xj35||default||default||千美元||D
D234:日用钟出口额[S]||xj35||default||default||千美元||D
D235:皮革服装出口额[S]||xj35||default||default||千美元||D
D236:裘皮服装(按重量计)出口额[S]||xj35||default||default||千美元||D
D237:裘皮服装(按数量计)出口额[S]||xj35||default||default||千美元||D
D238:皮革手套出口额[S]||xj35||default||default||千美元||D
D239:织物制手套出口额[S]||xj35||default||default||千美元||D
D240:织物制袜子出口额[S]||xj35||default||default||千美元||D
D241:帽类出口额[S]||xj35||default||default||千美元||D
D242:鞋类出口额[S]||xj35||default||default||千美元||D
D243:鞋出口额[S]||xj35||default||default||千美元||D
D244:外底及鞋面均以橡胶或塑料制的鞋出口额[S]||xj35||default||default||千美元||D
D245:皮面鞋出口额[S]||xj35||default||default||千美元||D
D246:橡胶或塑料底纺织材料为面的鞋出口额[S]||xj35||default||default||千美元||D
D247:鞋靴零件;护腿及类似品出口额[S]||xj35||default||default||千美元||D
D248:游戏机及零件出口额[S]||xj35||default||default||千美元||D
D249:圣诞用品出口额[S]||xj35||default||default||千美元||D
D250:足球、篮球、排球出口额[S]||xj35||default||default||千美元||D
D251:打火机出口额[S]||xj35||default||default||千美元||D
D252:贵金属或包贵金属的首饰出口额[S]||xj35||default||default||千美元||D
D253:伞出口额[S]||xj35||default||default||千美元||D
D254:竹编结品出口额[S]||xj35||default||default||千美元||D
D255:藤编结品出口额[S]||xj35||default||default||千美元||D
D256:草编结品出口额[S]||xj35||default||default||千美元||D
D257:柳编结品出口额[S]||xj35||default||default||千美元||D
D258:金属制品出口额[S]||xj35||default||default||千美元||D
D259:材料技术出口额[S]||xj35||default||default||千美元||D
D260:电视机出口额[S]||xj35||default||default||千美元||D
D261:黑白电视机出口额[S]||xj35||default||default||千美元||D
D262:阴极射线管显示器出口额[S]||xj35||default||default||千美元||D
D263:便携式电脑出口额[S]||xj35||default||default||千美元||D
E5:活猪(种猪除外)出口量同比增长[S]||xj35||default||default||%||D
E6:活家禽出口量同比增长[S]||xj35||default||default||%||D
E7:肉及杂碎出口量同比增长[S]||xj35||default||default||%||D
E8:牛肉出口量同比增长[S]||xj35||default||default||%||D
E9:猪肉出口量同比增长[S]||xj35||default||default||%||D
E10:冻鸡出口量同比增长[S]||xj35||default||default||%||D
E11:水海产品出口量同比增长[S]||xj35||default||default||%||D
E12:活鱼出口量同比增长[S]||xj35||default||default||%||D
E13:冻鱼、冻鱼片出口量同比增长[S]||xj35||default||default||%||D
E14:鲜、冻对虾出口量同比增长[S]||xj35||default||default||%||D
E15:冻虾仁出口量同比增长[S]||xj35||default||default||%||D
E16:鲜蛋出口量同比增长[S]||xj35||default||default||%||D
E17:粮食出口量同比增长[S]||xj35||default||default||%||D
E18:谷物及谷物粉出口量同比增长[S]||xj35||default||default||%||D
E19:稻谷和大米出口量同比增长[S]||xj35||default||default||%||D
E20:玉米出口量同比增长[S]||xj35||default||default||%||D
E21:薯类及含有淀粉的块茎出口量同比增长[S]||xj35||default||default||%||D
E22:豆类出口量同比增长[S]||xj35||default||default||%||D
E23:蔬菜出口量同比增长[S]||xj35||default||default||%||D
E24:鲜或冷藏蔬菜出口量同比增长[S]||xj35||default||default||%||D
E25:干的食用菌类出口量同比增长[S]||xj35||default||default||%||D
E26:鲜、干水果及坚果出口量同比增长[S]||xj35||default||default||%||D
E27:橘、橙出口量同比增长[S]||xj35||default||default||%||D
E28:苹果出口量同比增长[S]||xj35||default||default||%||D
E29:梨出口量同比增长[S]||xj35||default||default||%||D
E30:松子仁出口量同比增长[S]||xj35||default||default||%||D
E31:乳品出口量同比增长[S]||xj35||default||default||%||D
E32:果蔬汁出口量同比增长[S]||xj35||default||default||%||D
E33:橙汁出口量同比增长[S]||xj35||default||default||%||D
E34:苹果汁出口量同比增长[S]||xj35||default||default||%||D
E35:食用油籽出口量同比增长[S]||xj35||default||default||%||D
E36:大豆出口量同比增长[S]||xj35||default||default||%||D
E37:花生、花生仁出口量同比增长[S]||xj35||default||default||%||D
E38:食用植物油(包括棕榈油)出口量同比增长[S]||xj35||default||default||%||D
E39:豆油出口量同比增长[S]||xj35||default||default||%||D
E40:菜籽油和芥子油出口量同比增长[S]||xj35||default||default||%||D
E41:花生油出口量同比增长[S]||xj35||default||default||%||D
E42:烘焙花生出口量同比增长[S]||xj35||default||default||%||D
E43:食糖出口量同比增长[S]||xj35||default||default||%||D
E44:天然蜂蜜出口量同比增长[S]||xj35||default||default||%||D
E45:茶叶出口量同比增长[S]||xj35||default||default||%||D
E46:辣椒干出口量同比增长[S]||xj35||default||default||%||D
E47:猪肉罐头出口量同比增长[S]||xj35||default||default||%||D
E48:制作或保藏的鳗鱼出口量同比增长[S]||xj35||default||default||%||D
E49:番茄酱出口量同比增长[S]||xj35||default||default||%||D
E50:蘑菇罐头出口量同比增长[S]||xj35||default||default||%||D
E51:啤酒出口量同比增长[S]||xj35||default||default||%||D
E52:肠衣出口量同比增长[S]||xj35||default||default||%||D
E53:填充用羽毛;羽绒出口量同比增长[S]||xj35||default||default||%||D
E54:中药材及中式成药出口量同比增长[S]||xj35||default||default||%||D
E55:动物性药材出口量同比增长[S]||xj35||default||default||%||D
E56:植物性药材出口量同比增长[S]||xj35||default||default||%||D
E57:矿物性药材出口量同比增长[S]||xj35||default||default||%||D
E58:烤烟出口量同比增长[S]||xj35||default||default||%||D
E59:纸烟出口量同比增长[S]||xj35||default||default||%||D
E60:肥料出口量同比增长[S]||xj35||default||default||%||D
E61:矿物肥料及化肥出口量同比增长[S]||xj35||default||default||%||D
E62:尿素出口量同比增长[S]||xj35||default||default||%||D
E63:氮、磷、钾复合肥出口量同比增长[S]||xj35||default||default||%||D
E64:磷酸氢二铵出口量同比增长[S]||xj35||default||default||%||D
E65:氯化钾出口量同比增长[S]||xj35||default||default||%||D
E66:硫酸钾出口量同比增长[S]||xj35||default||default||%||D
E67:锯材出口量同比增长[S]||xj35||default||default||%||D
E68:胶合板及类似多层板出口量同比增长[S]||xj35||default||default||%||D
E69:印刷品出口量同比增长[S]||xj35||default||default||%||D
E70:生丝出口量同比增长[S]||xj35||default||default||%||D
E71:山羊绒出口量同比增长[S]||xj35||default||default||%||D
E72:棉花出口量同比增长[S]||xj35||default||default||%||D
E73:硫磺出口量同比增长[S]||xj35||default||default||%||D
E74:粘土及其它耐火矿物出口量同比增长[S]||xj35||default||default||%||D
E75:天然石墨出口量同比增长[S]||xj35||default||default||%||D
E76:天然碳酸镁;氧化镁出口量同比增长[S]||xj35||default||default||%||D
E77:萤石(氟石)出口量同比增长[S]||xj35||default||default||%||D
E78:天然硫酸钡(重晶石)出口量同比增长[S]||xj35||default||default||%||D
E79:滑石出口量同比增长[S]||xj35||default||default||%||D
E80:钼矿砂及其精矿出口量同比增长[S]||xj35||default||default||%||D
E81:煤及褐煤出口量同比增长[S]||xj35||default||default||%||D
E82:无烟煤出口量同比增长[S]||xj35||default||default||%||D
E83:炼焦煤出口量同比增长[S]||xj35||default||default||%||D
E84:其它烟煤出口量同比增长[S]||xj35||default||default||%||D
E85:褐煤出口量同比增长[S]||xj35||default||default||%||D
E86:焦炭及半焦炭出口量同比增长[S]||xj35||default||default||%||D
E87:原油出口量同比增长[S]||xj35||default||default||%||D
E88:成品油出口量同比增长[S]||xj35||default||default||%||D
E89:汽油出口量同比增长[S]||xj35||default||default||%||D
E90:煤油出口量同比增长[S]||xj35||default||default||%||D
E91:柴油出口量同比增长[S]||xj35||default||default||%||D
E92:其它燃料油出口量同比增长[S]||xj35||default||default||%||D
E93:石脑油出口量同比增长[S]||xj35||default||default||%||D
E94:液化石油气及其它烃类气出口量同比增长[S]||xj35||default||default||%||D
E95:石蜡出口量同比增长[S]||xj35||default||default||%||D
E96:电流出口量同比增长[S]||xj35||default||default||%||D
E97:稀土及其制品出口量同比增长[S]||xj35||default||default||%||D
E98:稀土出口量同比增长[S]||xj35||default||default||%||D
E99:氧化铝出口量同比增长[S]||xj35||default||default||%||D
E100:钨品出口量同比增长[S]||xj35||default||default||%||D
E101:钨矿砂出口量同比增长[S]||xj35||default||default||%||D
E102:仲钨酸铵出口量同比增长[S]||xj35||default||default||%||D
E103:钨及其制品出口量同比增长[S]||xj35||default||default||%||D
E104:氧化锌及过氧化锌出口量同比增长[S]||xj35||default||default||%||D
E105:碳酸钠(纯碱)出口量同比增长[S]||xj35||default||default||%||D
E106:柠檬酸出口量同比增长[S]||xj35||default||default||%||D
E107:合成有机染料出口量同比增长[S]||xj35||default||default||%||D
E108:锌钡白(立德粉)出口量同比增长[S]||xj35||default||default||%||D
E109:医药品出口量同比增长[S]||xj35||default||default||%||D
E110:维生素C出口量同比增长[S]||xj35||default||default||%||D
E111:抗菌素(制剂除外)出口量同比增长[S]||xj35||default||default||%||D
E112:中式成药出口量同比增长[S]||xj35||default||default||%||D
E113:医用敷料出口量同比增长[S]||xj35||default||default||%||D
E114:美容化妆品及护肤品出口量同比增长[S]||xj35||default||default||%||D
E115:口腔及牙齿清洁剂出口量同比增长[S]||xj35||default||default||%||D
E116:洗衣粉出口量同比增长[S]||xj35||default||default||%||D
E117:烟花、爆竹出口量同比增长[S]||xj35||default||default||%||D
E118:松香及树脂酸出口量同比增长[S]||xj35||default||default||%||D
E119:杀虫剂、除草剂及类似品出口量同比增长[S]||xj35||default||default||%||D
E120:初级形状的聚氯乙烯出口量同比增长[S]||xj35||default||default||%||D
E121:新的充气橡胶轮胎出口量同比增长[S]||xj35||default||default||%||D
E122:家用或装饰用木制品出口量同比增长[S]||xj35||default||default||%||D
E123:纸及纸板(未切成形的)出口量同比增长[S]||xj35||default||default||%||D
E124:新闻纸出口量同比增长[S]||xj35||default||default||%||D
E125:牛皮纸出口量同比增长[S]||xj35||default||default||%||D
E126:棉纱线出口量同比增长[S]||xj35||default||default||%||D
E127:亚麻及苎麻机织物出口量同比增长[S]||xj35||default||default||%||D
E128:合成短纤与棉混纺机织物出口量同比增长[S]||xj35||default||default||%||D
E129:地毯出口量同比增长[S]||xj35||default||default||%||D
E130:塑料编织袋(周转袋除外)出口量同比增长[S]||xj35||default||default||%||D
E131:水泥及水泥熟料出口量同比增长[S]||xj35||default||default||%||D
E132:花岗岩石材及制品出口量同比增长[S]||xj35||default||default||%||D
E133:平板玻璃出口量同比增长[S]||xj35||default||default||%||D
E134:玻璃制品出口量同比增长[S]||xj35||default||default||%||D
E135:玻璃器皿出口量同比增长[S]||xj35||default||default||%||D
E136:陶瓷产品出口量同比增长[S]||xj35||default||default||%||D
E137:家用陶瓷出口量同比增长[S]||xj35||default||default||%||D
E138:建筑用陶瓷出口量同比增长[S]||xj35||default||default||%||D
E139:装饰用陶瓷出口量同比增长[S]||xj35||default||default||%||D
E140:生铁及镜铁出口量同比增长[S]||xj35||default||default||%||D
E141:铁合金出口量同比增长[S]||xj35||default||default||%||D
E142:钢坯及粗锻件出口量同比增长[S]||xj35||default||default||%||D
E143:钢材出口量同比增长[S]||xj35||default||default||%||D
E144:钢铁棒材出口量同比增长[S]||xj35||default||default||%||D
E145:角钢及型钢出口量同比增长[S]||xj35||default||default||%||D
E146:钢铁板材出口量同比增长[S]||xj35||default||default||%||D
E147:钢铁线材出口量同比增长[S]||xj35||default||default||%||D
E148:钢铁管配件出口量同比增长[S]||xj35||default||default||%||D
E149:废钢出口量同比增长[S]||xj35||default||default||%||D
E150:未锻轧铜及铜材出口量同比增长[S]||xj35||default||default||%||D
E151:未锻轧铜(包括铜合金)出口量同比增长[S]||xj35||default||default||%||D
E152:铜材出口量同比增长[S]||xj35||default||default||%||D
E153:未锻轧铝及铝材出口量同比增长[S]||xj35||default||default||%||D
E154:未锻轧铝(包括铝合金)出口量同比增长[S]||xj35||default||default||%||D
E155:铝材出口量同比增长[S]||xj35||default||default||%||D
E156:未锻轧锌及锌合金出口量同比增长[S]||xj35||default||default||%||D
E157:未锻轧锡及锡合金出口量同比增长[S]||xj35||default||default||%||D
E158:未锻轧锑、粉末及废碎料出口量同比增长[S]||xj35||default||default||%||D
E159:镁及其制品(包括废碎料)出口量同比增长[S]||xj35||default||default||%||D
E160:未锻轧锰出口量同比增长[S]||xj35||default||default||%||D
E161:钢铁或铜制标准紧固件出口量同比增长[S]||xj35||default||default||%||D
E162:不锈钢厨具、餐具等家用器具出口量同比增长[S]||xj35||default||default||%||D
E163:餐桌、厨房及其它家用搪瓷器出口量同比增长[S]||xj35||default||default||%||D
E164:手用或机用工具出口量同比增长[S]||xj35||default||default||%||D
E165:电扇出口量同比增长[S]||xj35||default||default||%||D
E166:空气调节器出口量同比增长[S]||xj35||default||default||%||D
E167:冰箱出口量同比增长[S]||xj35||default||default||%||D
E168:洗衣机出口量同比增长[S]||xj35||default||default||%||D
E169:微波炉出口量同比增长[S]||xj35||default||default||%||D
E170:家用型缝纫机出口量同比增长[S]||xj35||default||default||%||D
E171:工业用缝纫机出口量同比增长[S]||xj35||default||default||%||D
E172:金属加工机床出口量同比增长[S]||xj35||default||default||%||D
E173:车床出口量同比增长[S]||xj35||default||default||%||D
E174:铣床出口量同比增长[S]||xj35||default||default||%||D
E175:电子计算器(包括具有计算功能的袖珍数据记录重现机)出口量同比增长[S]||xj35||default||default||%||D
E176:自动数据处理设备及其部件出口量同比增长[S]||xj35||default||default||%||D
E177:自动数据处理设备出口量同比增长[S]||xj35||default||default||%||D
E178:微型电脑出口量同比增长[S]||xj35||default||default||%||D
E179:中央处理部件出口量同比增长[S]||xj35||default||default||%||D
E180:显示器出口量同比增长[S]||xj35||default||default||%||D
E181:液晶显示器出口量同比增长[S]||xj35||default||default||%||D
E182:存储部件出口量同比增长[S]||xj35||default||default||%||D
E183:键盘、鼠标器出口量同比增长[S]||xj35||default||default||%||D
E184:打印机(包括多功能一体机)出口量同比增长[S]||xj35||default||default||%||D
E185:液晶显示板出口量同比增长[S]||xj35||default||default||%||D
E186:轴承出口量同比增长[S]||xj35||default||default||%||D
E187:电动机及发电机出口量同比增长[S]||xj35||default||default||%||D
E188:风力发电机组出口量同比增长[S]||xj35||default||default||%||D
E189:变压器出口量同比增长[S]||xj35||default||default||%||D
E190:静止式变流器出口量同比增长[S]||xj35||default||default||%||D
E191:原电池出口量同比增长[S]||xj35||default||default||%||D
E192:蓄电池出口量同比增长[S]||xj35||default||default||%||D
E193:铅酸蓄电池出口量同比增长[S]||xj35||default||default||%||D
E194:太阳能电池出口量同比增长[S]||xj35||default||default||%||D
E195:电话机出口量同比增长[S]||xj35||default||default||%||D
E196:手持或车载无线电话机出口量同比增长[S]||xj35||default||default||%||D
E197:扬声器出口量同比增长[S]||xj35||default||default||%||D
E198:激光唱机出口量同比增长[S]||xj35||default||default||%||D
E199:录、放像机出口量同比增长[S]||xj35||default||default||%||D
E200:DVD播放机出口量同比增长[S]||xj35||default||default||%||D
E201:声音录制或重放设备出口量同比增长[S]||xj35||default||default||%||D
E202:收音设备(包括收录音组合机及整套散件)出口量同比增长[S]||xj35||default||default||%||D
E203:彩色电视机出口量同比增长[S]||xj35||default||default||%||D
E204:电容器出口量同比增长[S]||xj35||default||default||%||D
E205:印刷电路出口量同比增长[S]||xj35||default||default||%||D
E206:通断保护电路装置及零件出口量同比增长[S]||xj35||default||default||%||D
E207:二极管及类似半导体器件出口量同比增长[S]||xj35||default||default||%||D
E208:集成电路出口量同比增长[S]||xj35||default||default||%||D
E209:处理器及控制器出口量同比增长[S]||xj35||default||default||%||D
E210:存储器出口量同比增长[S]||xj35||default||default||%||D
E211:放大器出口量同比增长[S]||xj35||default||default||%||D
E212:电线和电缆出口量同比增长[S]||xj35||default||default||%||D
E213:集装箱出口量同比增长[S]||xj35||default||default||%||D
E214:汽车及汽车底盘出口量同比增长[S]||xj35||default||default||%||D
E215:汽车出口量同比增长[S]||xj35||default||default||%||D
E216:小轿车出口量同比增长[S]||xj35||default||default||%||D
E217:四轮驱动轻型越野车出口量同比增长[S]||xj35||default||default||%||D
E218:小客车(九座及以下的)出口量同比增长[S]||xj35||default||default||%||D
E219:货车出口量同比增长[S]||xj35||default||default||%||D
E220:装有引擎的汽车底盘出口量同比增长[S]||xj35||default||default||%||D
E221:摩托车出口量同比增长[S]||xj35||default||default||%||D
E222:自行车出口量同比增长[S]||xj35||default||default||%||D
E223:船舶出口量同比增长[S]||xj35||default||default||%||D
E224:液货船(包括成品油船、原油船和液化石油及天然气船)出口量同比增长[S]||xj35||default||default||%||D
E225:冷藏船出口量同比增长[S]||xj35||default||default||%||D
E226:集装箱船出口量同比增长[S]||xj35||default||default||%||D
E227:滚装船出口量同比增长[S]||xj35||default||default||%||D
E228:散货船出口量同比增长[S]||xj35||default||default||%||D
E229:照相机出口量同比增长[S]||xj35||default||default||%||D
E230:数字式相机出口量同比增长[S]||xj35||default||default||%||D
E231:手表出口量同比增长[S]||xj35||default||default||%||D
E232:机械手表出口量同比增长[S]||xj35||default||default||%||D
E233:电动手表出口量同比增长[S]||xj35||default||default||%||D
E234:日用钟出口量同比增长[S]||xj35||default||default||%||D
E235:皮革服装出口量同比增长[S]||xj35||default||default||%||D
E236:裘皮服装(按重量计)出口量同比增长[S]||xj35||default||default||%||D
E237:裘皮服装(按数量计)出口量同比增长[S]||xj35||default||default||%||D
E238:皮革手套出口量同比增长[S]||xj35||default||default||%||D
E239:织物制手套出口量同比增长[S]||xj35||default||default||%||D
E240:织物制袜子出口量同比增长[S]||xj35||default||default||%||D
E241:帽类出口量同比增长[S]||xj35||default||default||%||D
E242:鞋类出口量同比增长[S]||xj35||default||default||%||D
E243:鞋出口量同比增长[S]||xj35||default||default||%||D
E244:外底及鞋面均以橡胶或塑料制的鞋出口量同比增长[S]||xj35||default||default||%||D
E245:皮面鞋出口量同比增长[S]||xj35||default||default||%||D
E246:橡胶或塑料底纺织材料为面的鞋出口量同比增长[S]||xj35||default||default||%||D
E247:鞋靴零件;护腿及类似品出口量同比增长[S]||xj35||default||default||%||D
E248:游戏机及零件出口量同比增长[S]||xj35||default||default||%||D
E249:圣诞用品出口量同比增长[S]||xj35||default||default||%||D
E250:足球、篮球、排球出口量同比增长[S]||xj35||default||default||%||D
E251:打火机出口量同比增长[S]||xj35||default||default||%||D
E252:贵金属或包贵金属的首饰出口量同比增长[S]||xj35||default||default||%||D
E253:伞出口量同比增长[S]||xj35||default||default||%||D
E254:竹编结品出口量同比增长[S]||xj35||default||default||%||D
E255:藤编结品出口量同比增长[S]||xj35||default||default||%||D
E256:草编结品出口量同比增长[S]||xj35||default||default||%||D
E257:柳编结品出口量同比增长[S]||xj35||default||default||%||D
E258:金属制品出口量同比增长[S]||xj35||default||default||%||D
E259:材料技术出口量同比增长[S]||xj35||default||default||%||D
E260:电视机出口量同比增长[S]||xj35||default||default||%||D
E261:黑白电视机出口量同比增长[S]||xj35||default||default||%||D
E262:阴极射线管显示器出口量同比增长[S]||xj35||default||default||%||D
E263:便携式电脑出口量同比增长[S]||xj35||default||default||%||D
F5:活猪(种猪除外)出口额同比增长[S]||xj35||default||default||%||D
F6:活家禽出口额同比增长[S]||xj35||default||default||%||D
F7:肉及杂碎出口额同比增长[S]||xj35||default||default||%||D
F8:牛肉出口额同比增长[S]||xj35||default||default||%||D
F9:猪肉出口额同比增长[S]||xj35||default||default||%||D
F10:冻鸡出口额同比增长[S]||xj35||default||default||%||D
F11:水海产品出口额同比增长[S]||xj35||default||default||%||D
F12:活鱼出口额同比增长[S]||xj35||default||default||%||D
F13:冻鱼、冻鱼片出口额同比增长[S]||xj35||default||default||%||D
F14:鲜、冻对虾出口额同比增长[S]||xj35||default||default||%||D
F15:冻虾仁出口额同比增长[S]||xj35||default||default||%||D
F16:鲜蛋出口额同比增长[S]||xj35||default||default||%||D
F17:粮食出口额同比增长[S]||xj35||default||default||%||D
F18:谷物及谷物粉出口额同比增长[S]||xj35||default||default||%||D
F19:稻谷和大米出口额同比增长[S]||xj35||default||default||%||D
F20:玉米出口额同比增长[S]||xj35||default||default||%||D
F21:薯类及含有淀粉的块茎出口额同比增长[S]||xj35||default||default||%||D
F22:豆类出口额同比增长[S]||xj35||default||default||%||D
F23:蔬菜出口额同比增长[S]||xj35||default||default||%||D
F24:鲜或冷藏蔬菜出口额同比增长[S]||xj35||default||default||%||D
F25:干的食用菌类出口额同比增长[S]||xj35||default||default||%||D
F26:鲜、干水果及坚果出口额同比增长[S]||xj35||default||default||%||D
F27:橘、橙出口额同比增长[S]||xj35||default||default||%||D
F28:苹果出口额同比增长[S]||xj35||default||default||%||D
F29:梨出口额同比增长[S]||xj35||default||default||%||D
F30:松子仁出口额同比增长[S]||xj35||default||default||%||D
F31:乳品出口额同比增长[S]||xj35||default||default||%||D
F32:果蔬汁出口额同比增长[S]||xj35||default||default||%||D
F33:橙汁出口额同比增长[S]||xj35||default||default||%||D
F34:苹果汁出口额同比增长[S]||xj35||default||default||%||D
F35:食用油籽出口额同比增长[S]||xj35||default||default||%||D
F36:大豆出口额同比增长[S]||xj35||default||default||%||D
F37:花生、花生仁出口额同比增长[S]||xj35||default||default||%||D
F38:食用植物油(包括棕榈油)出口额同比增长[S]||xj35||default||default||%||D
F39:豆油出口额同比增长[S]||xj35||default||default||%||D
F40:菜籽油和芥子油出口额同比增长[S]||xj35||default||default||%||D
F41:花生油出口额同比增长[S]||xj35||default||default||%||D
F42:烘焙花生出口额同比增长[S]||xj35||default||default||%||D
F43:食糖出口额同比增长[S]||xj35||default||default||%||D
F44:天然蜂蜜出口额同比增长[S]||xj35||default||default||%||D
F45:茶叶出口额同比增长[S]||xj35||default||default||%||D
F46:辣椒干出口额同比增长[S]||xj35||default||default||%||D
F47:猪肉罐头出口额同比增长[S]||xj35||default||default||%||D
F48:制作或保藏的鳗鱼出口额同比增长[S]||xj35||default||default||%||D
F49:番茄酱出口额同比增长[S]||xj35||default||default||%||D
F50:蘑菇罐头出口额同比增长[S]||xj35||default||default||%||D
F51:啤酒出口额同比增长[S]||xj35||default||default||%||D
F52:肠衣出口额同比增长[S]||xj35||default||default||%||D
F53:填充用羽毛;羽绒出口额同比增长[S]||xj35||default||default||%||D
F54:中药材及中式成药出口额同比增长[S]||xj35||default||default||%||D
F55:动物性药材出口额同比增长[S]||xj35||default||default||%||D
F56:植物性药材出口额同比增长[S]||xj35||default||default||%||D
F57:矿物性药材出口额同比增长[S]||xj35||default||default||%||D
F58:烤烟出口额同比增长[S]||xj35||default||default||%||D
F59:纸烟出口额同比增长[S]||xj35||default||default||%||D
F60:肥料出口额同比增长[S]||xj35||default||default||%||D
F61:矿物肥料及化肥出口额同比增长[S]||xj35||default||default||%||D
F62:尿素出口额同比增长[S]||xj35||default||default||%||D
F63:氮、磷、钾复合肥出口额同比增长[S]||xj35||default||default||%||D
F64:磷酸氢二铵出口额同比增长[S]||xj35||default||default||%||D
F65:氯化钾出口额同比增长[S]||xj35||default||default||%||D
F66:硫酸钾出口额同比增长[S]||xj35||default||default||%||D
F67:锯材出口额同比增长[S]||xj35||default||default||%||D
F68:胶合板及类似多层板出口额同比增长[S]||xj35||default||default||%||D
F69:印刷品出口额同比增长[S]||xj35||default||default||%||D
F70:生丝出口额同比增长[S]||xj35||default||default||%||D
F71:山羊绒出口额同比增长[S]||xj35||default||default||%||D
F72:棉花出口额同比增长[S]||xj35||default||default||%||D
F73:硫磺出口额同比增长[S]||xj35||default||default||%||D
F74:粘土及其它耐火矿物出口额同比增长[S]||xj35||default||default||%||D
F75:天然石墨出口额同比增长[S]||xj35||default||default||%||D
F76:天然碳酸镁;氧化镁出口额同比增长[S]||xj35||default||default||%||D
F77:萤石(氟石)出口额同比增长[S]||xj35||default||default||%||D
F78:天然硫酸钡(重晶石)出口额同比增长[S]||xj35||default||default||%||D
F79:滑石出口额同比增长[S]||xj35||default||default||%||D
F80:钼矿砂及其精矿出口额同比增长[S]||xj35||default||default||%||D
F81:煤及褐煤出口额同比增长[S]||xj35||default||default||%||D
F82:无烟煤出口额同比增长[S]||xj35||default||default||%||D
F83:炼焦煤出口额同比增长[S]||xj35||default||default||%||D
F84:其它烟煤出口额同比增长[S]||xj35||default||default||%||D
F85:褐煤出口额同比增长[S]||xj35||default||default||%||D
F86:焦炭及半焦炭出口额同比增长[S]||xj35||default||default||%||D
F87:原油出口额同比增长[S]||xj35||default||default||%||D
F88:成品油出口额同比增长[S]||xj35||default||default||%||D
F89:汽油出口额同比增长[S]||xj35||default||default||%||D
F90:煤油出口额同比增长[S]||xj35||default||default||%||D
F91:柴油出口额同比增长[S]||xj35||default||default||%||D
F92:其它燃料油出口额同比增长[S]||xj35||default||default||%||D
F93:石脑油出口额同比增长[S]||xj35||default||default||%||D
F94:液化石油气及其它烃类气出口额同比增长[S]||xj35||default||default||%||D
F95:石蜡出口额同比增长[S]||xj35||default||default||%||D
F96:电流出口额同比增长[S]||xj35||default||default||%||D
F97:稀土及其制品出口额同比增长[S]||xj35||default||default||%||D
F98:稀土出口额同比增长[S]||xj35||default||default||%||D
F99:氧化铝出口额同比增长[S]||xj35||default||default||%||D
F100:钨品出口额同比增长[S]||xj35||default||default||%||D
F101:钨矿砂出口额同比增长[S]||xj35||default||default||%||D
F102:仲钨酸铵出口额同比增长[S]||xj35||default||default||%||D
F103:钨及其制品出口额同比增长[S]||xj35||default||default||%||D
F104:氧化锌及过氧化锌出口额同比增长[S]||xj35||default||default||%||D
F105:碳酸钠(纯碱)出口额同比增长[S]||xj35||default||default||%||D
F106:柠檬酸出口额同比增长[S]||xj35||default||default||%||D
F107:合成有机染料出口额同比增长[S]||xj35||default||default||%||D
F108:锌钡白(立德粉)出口额同比增长[S]||xj35||default||default||%||D
F109:医药品出口额同比增长[S]||xj35||default||default||%||D
F110:维生素C出口额同比增长[S]||xj35||default||default||%||D
F111:抗菌素(制剂除外)出口额同比增长[S]||xj35||default||default||%||D
