行列号:指标名称||地区代码||年份||月份||单位||单月or累计
B107:商品进出口总额(境内目的地/货源地总额)[S]||xj1216||default||default||千美元||D
B108:池州经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1216||default||default||千美元||D
B109:商品进出口总额(境内目的地/货源地总额)[S]||xj1217||default||default||千美元||D
B110:宁国经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj121707||default||default||千美元||D
B111:商品进出口总额(境内目的地/货源地总额)[S]||xj13||default||default||千美元||D
B112:商品进出口总额(境内目的地/货源地总额)[S]||xj1301||default||default||千美元||D
B113:福州经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1301||default||default||千美元||D
B114:福州高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1301||default||default||千美元||D
B115:商品进出口总额(境内目的地/货源地总额)[S]||xj130111||default||default||千美元||D
B116:平潭综合实验区商品进出口总额(境内目的地/货源地总额)[S]||xj130111||default||default||千美元||D
B117:商品进出口总额(境内目的地/货源地总额)[S]||xj1302||default||default||千美元||D
B118:厦门火炬高技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1302||default||default||千美元||D
B119:商品进出口总额(境内目的地/货源地总额)[S]||xj14||default||default||千美元||D
B120:商品进出口总额(境内目的地/货源地总额)[S]||xj1401||default||default||千美元||D
B121:南昌经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1401||default||default||千美元||D
B122:南昌高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1401||default||default||千美元||D
B123:商品进出口总额(境内目的地/货源地总额)[S]||xj1402||default||default||千美元||D
B124:景德镇高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1402||default||default||千美元||D
B125:商品进出口总额(境内目的地/货源地总额)[S]||xj1403||default||default||千美元||D
B126:商品进出口总额(境内目的地/货源地总额)[S]||xj1404||default||default||千美元||D
B127:九江经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1404||default||default||千美元||D
B128:商品进出口总额(境内目的地/货源地总额)[S]||xj1405||default||default||千美元||D
B129:新余高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1405||default||default||千美元||D
B130:商品进出口总额(境内目的地/货源地总额)[S]||xj1406||default||default||千美元||D
B131:赣州经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1406||default||default||千美元||D
B132:商品进出口总额(境内目的地/货源地总额)[S]||xj1407||default||default||千美元||D
B133:井冈山经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj140713||default||default||千美元||D
B134:商品进出口总额(境内目的地/货源地总额)[S]||xj1410||default||default||千美元||D
B135:商品进出口总额(境内目的地/货源地总额)[S]||xj15||default||default||千美元||D
B136:商品进出口总额(境内目的地/货源地总额)[S]||xj1501||default||default||千美元||D
B137:济南市高技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1501||default||default||千美元||D
B138:商品进出口总额(境内目的地/货源地总额)[S]||xj1502||default||default||千美元||D
B139:青岛经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1502||default||default||千美元||D
B140:商品进出口总额(境内目的地/货源地总额)[S]||xj1506||default||default||千美元||D
B141:烟台经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1506||default||default||千美元||D
B142:商品进出口总额(境内目的地/货源地总额)[S]||xj1507||default||default||千美元||D
B143:潍坊高技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1507||default||default||千美元||D
B144:商品进出口总额(境内目的地/货源地总额)[S]||xj1510||default||default||千美元||D
B145:威海火炬高技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1510||default||default||千美元||D
B146:商品进出口总额(境内目的地/货源地总额)[S]||xj16||default||default||千美元||D
B147:商品进出口总额(境内目的地/货源地总额)[S]||xj1601||default||default||千美元||D
B148:郑州航空港经济综合实验区商品进出口总额(境内目的地/货源地总额)[S]||xj1601||default||default||千美元||D
B149:郑州高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1601||default||default||千美元||D
B150:商品进出口总额(境内目的地/货源地总额)[S]||xj1603||default||default||千美元||D
B151:洛阳高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1603||default||default||千美元||D
B152:商品进出口总额(境内目的地/货源地总额)[S]||xj17||default||default||千美元||D
B153:商品进出口总额(境内目的地/货源地总额)[S]||xj1701||default||default||千美元||D
B154:武汉经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1701||default||default||千美元||D
B155:武汉东湖新技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1701||default||default||千美元||D
B156:商品进出口总额(境内目的地/货源地总额)[S]||xj1702||default||default||千美元||D
B157:黄石经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1702||default||default||千美元||D
B158:商品进出口总额(境内目的地/货源地总额)[S]||xj1705||default||default||千美元||D
B159:襄阳经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1705||default||default||千美元||D
B160:襄阳高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1705||default||default||千美元||D
B161:商品进出口总额(境内目的地/货源地总额)[S]||xj1709||default||default||千美元||D
B162:荆州经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1709||default||default||千美元||D
B163:商品进出口总额(境内目的地/货源地总额)[S]||xj18||default||default||千美元||D
B164:商品进出口总额(境内目的地/货源地总额)[S]||xj1801||default||default||千美元||D
B165:长沙高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1801||default||default||千美元||D
B166:商品进出口总额(境内目的地/货源地总额)[S]||xj1802||default||default||千美元||D
B167:株洲高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1802||default||default||千美元||D
B168:商品进出口总额(境内目的地/货源地总额)[S]||xj1806||default||default||千美元||D
B169:商品进出口总额(境内目的地/货源地总额)[S]||xj19||default||default||千美元||D
B170:商品进出口总额(境内目的地/货源地总额)[S]||xj1901||default||default||千美元||D
B171:广州经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1901||default||default||千美元||D
B172:广州高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1901||default||default||千美元||D
B173:广州南沙新区商品进出口总额(境内目的地/货源地总额)[S]||xj1901||default||default||千美元||D
B174:商品进出口总额(境内目的地/货源地总额)[S]||xj1903||default||default||千美元||D
B175:深圳科技工业园商品进出口总额(境内目的地/货源地总额)[S]||xj1903||default||default||千美元||D
B176:商品进出口总额(境内目的地/货源地总额)[S]||xj1904||default||default||千美元||D
B177:珠海横琴新区商品进出口总额(境内目的地/货源地总额)[S]||xj1904||default||default||千美元||D
B178:商品进出口总额(境内目的地/货源地总额)[S]||xj1905||default||default||千美元||D
B179:商品进出口总额(境内目的地/货源地总额)[S]||xj1906||default||default||千美元||D
B180:商品进出口总额(境内目的地/货源地总额)[S]||xj1908||default||default||千美元||D
B181:湛江经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1908||default||default||千美元||D
B182:商品进出口总额(境内目的地/货源地总额)[S]||xj1911||default||default||千美元||D
B183:惠州高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1911||default||default||千美元||D
B184:商品进出口总额(境内目的地/货源地总额)[S]||xj1921||default||default||千美元||D
B185:中山火炬高技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj1921||default||default||千美元||D
B186:商品进出口总额(境内目的地/货源地总额)[S]||xj20||default||default||千美元||D
B187:商品进出口总额(境内目的地/货源地总额)[S]||xj2001||default||default||千美元||D
B188:南宁高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2001||default||default||千美元||D
B189:商品进出口总额(境内目的地/货源地总额)[S]||xj2003||default||default||千美元||D
B190:桂林新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2003||default||default||千美元||D
B191:商品进出口总额(境内目的地/货源地总额)[S]||xj2005||default||default||千美元||D
B192:商品进出口总额(境内目的地/货源地总额)[S]||xj200604||default||default||千美元||D
B193:商品进出口总额(境内目的地/货源地总额)[S]||xj201407||default||default||千美元||D
B194:商品进出口总额(境内目的地/货源地总额)[S]||xj21||default||default||千美元||D
B195:海南洋浦经济开发区商品进出口总额(境内目的地/货源地总额)[S]||xj21||default||default||千美元||D
B196:商品进出口总额(境内目的地/货源地总额)[S]||xj2101||default||default||千美元||D
B197:商品进出口总额(境内目的地/货源地总额)[S]||xj22||default||default||千美元||D
B198:重庆高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj22||default||default||千美元||D
B199:重庆两江新区商品进出口总额(境内目的地/货源地总额)[S]||xj22||default||default||千美元||D
B200:万州经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2201||default||default||千美元||D
B201:商品进出口总额(境内目的地/货源地总额)[S]||xj23||default||default||千美元||D
B202:商品进出口总额(境内目的地/货源地总额)[S]||xj2301||default||default||千美元||D
B203:成都经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2301||default||default||千美元||D
B204:成都高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2301||default||default||千美元||D
B205:商品进出口总额(境内目的地/货源地总额)[S]||xj2306||default||default||千美元||D
B206:绵阳经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2306||default||default||千美元||D
B207:绵阳高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2306||default||default||千美元||D
B208:商品进出口总额(境内目的地/货源地总额)[S]||xj2307||default||default||千美元||D
B209:商品进出口总额(境内目的地/货源地总额)[S]||xj2313||default||default||千美元||D
B210:宜宾临港经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2313||default||default||千美元||D
B211:商品进出口总额(境内目的地/货源地总额)[S]||xj24||default||default||千美元||D
B212:商品进出口总额(境内目的地/货源地总额)[S]||xj2401||default||default||千美元||D
B213:贵阳高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2401||default||default||千美元||D
B214:商品进出口总额(境内目的地/货源地总额)[S]||xj25||default||default||千美元||D
B215:商品进出口总额(境内目的地/货源地总额)[S]||xj2501||default||default||千美元||D
B216:昆明经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2501||default||default||千美元||D
B217:商品进出口总额(境内目的地/货源地总额)[S]||xj2502||default||default||千美元||D
B218:曲靖经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2502||default||default||千美元||D
B219:商品进出口总额(境内目的地/货源地总额)[S]||xj2510||default||default||千美元||D
B220:商品进出口总额(境内目的地/货源地总额)[S]||xj251013||default||default||千美元||D
B221:商品进出口总额(境内目的地/货源地总额)[S]||xj251401||default||default||千美元||D
B222:商品进出口总额(境内目的地/货源地总额)[S]||xj26||default||default||千美元||D
B223:商品进出口总额(境内目的地/货源地总额)[S]||xj2601||default||default||千美元||D
B224:商品进出口总额(境内目的地/货源地总额)[S]||xj27||default||default||千美元||D
B225:陕西航天经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj27||default||default||千美元||D
B226:商品进出口总额(境内目的地/货源地总额)[S]||xj2701||default||default||千美元||D
B227:西安新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2701||default||default||千美元||D
B228:商品进出口总额(境内目的地/货源地总额)[S]||xj2703||default||default||千美元||D
B229:商品进出口总额(境内目的地/货源地总额)[S]||xj2707||default||default||千美元||D
B230:商品进出口总额(境内目的地/货源地总额)[S]||xj28||default||default||千美元||D
B231:商品进出口总额(境内目的地/货源地总额)[S]||xj2801||default||default||千美元||D
B232:兰州新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2801||default||default||千美元||D
B233:商品进出口总额(境内目的地/货源地总额)[S]||xj29||default||default||千美元||D
B234:商品进出口总额(境内目的地/货源地总额)[S]||xj2901||default||default||千美元||D
B235:西宁经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj2901||default||default||千美元||D
B236:商品进出口总额(境内目的地/货源地总额)[S]||xj30||default||default||千美元||D
B237:商品进出口总额(境内目的地/货源地总额)[S]||xj3001||default||default||千美元||D
B238:银川经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj3001||default||default||千美元||D
B239:商品进出口总额(境内目的地/货源地总额)[S]||xj31||default||default||千美元||D
B240:商品进出口总额(境内目的地/货源地总额)[S]||xj3101||default||default||千美元||D
B241:乌鲁木齐经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj3101||default||default||千美元||D
B242:乌鲁木齐高新技术产业开发区商品进出口总额(境内目的地/货源地总额)[S]||xj3101||default||default||千美元||D
B243:商品进出口总额(境内目的地/货源地总额)[S]||xj310601||default||default||千美元||D
B244:商品进出口总额(境内目的地/货源地总额)[S]||xj311201||default||default||千美元||D
B245:商品进出口总额(境内目的地/货源地总额)[S]||xj311501||default||default||千美元||D
B246:石河子经济技术开发区商品进出口总额(境内目的地/货源地总额)[S]||xj311501||default||default||千美元||D
C5:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj01||default||default||%||D
C6:中关村国家自主创新示范区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj01||default||default||%||D
C7:北京经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj01||default||default||%||D
C8:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj02||default||default||%||D
C9:天津经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj02||default||default||%||D
C10:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0219||default||default||%||D
C11:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj03||default||default||%||D
C12:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0301||default||default||%||D
C13:石家庄高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0301||default||default||%||D
C14:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0303||default||default||%||D
C15:秦皇岛经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0303||default||default||%||D
C16:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0306||default||default||%||D
C17:保定高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0306||default||default||%||D
C18:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj04||default||default||%||D
C19:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0401||default||default||%||D
C20:太原经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0401||default||default||%||D
C21:太原高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0401||default||default||%||D
C22:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0402||default||default||%||D
C23:大同经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0402||default||default||%||D
C24:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0407||default||default||%||D
C25:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj05||default||default||%||D
C26:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0501||default||default||%||D
C27:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0502||default||default||%||D
C28:包头高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0502||default||default||%||D
C29:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj050709||default||default||%||D
C30:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj051101||default||default||%||D
C31:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj06||default||default||%||D
C32:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0601||default||default||%||D
C33:沈阳经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0601||default||default||%||D
C34:沈阳高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0601||default||default||%||D
C35:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0602||default||default||%||D
C36:大连经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0602||default||default||%||D
C37:大连市高新技术产业园区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0602||default||default||%||D
C38:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0603||default||default||%||D
C39:鞍山高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0603||default||default||%||D
C40:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0606||default||default||%||D
C41:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj07||default||default||%||D
C42:吉林高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj07||default||default||%||D
C43:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0701||default||default||%||D
C44:长春经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0701||default||default||%||D
C45:长春高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0701||default||default||%||D
C46:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0702||default||default||%||D
C47:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj070904||default||default||%||D
C48:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj08||default||default||%||D
C49:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0801||default||default||%||D
C50:哈尔滨经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0801||default||default||%||D
C51:哈尔滨高技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0801||default||default||%||D
C52:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0806||default||default||%||D
C53:大庆高新技术产业开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0806||default||default||%||D
C54:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj081007||default||default||%||D
C55:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj0811||default||default||%||D
C56:商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj09||default||default||%||D
C57:上海漕河泾浦江高科技园区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj09||default||default||%||D
C58:上海经济技术开发区商品进出口总额(境内目的地/货源地总额)同比增长[S]||xj09||default||default||%||D
